customer_id,group,choice,txn_date
19960,treatment,,
16492,control,VelvetPorter,2025-06-01
17069,treatment,VelvetPorter,2025-06-27
10546,treatment,,
10172,control,TropicalIPA,2025-06-10
2399,control,,
14045,treatment,VelvetPorter,2025-06-28
24693,control,,
22017,control,RyeRanger,2025-06-07
20398,control,RyeRanger,2025-06-22
4025,treatment,CherryLambic,2025-06-01
22906,control,AmberOak,2025-06-02
7779,control,RyeRanger,2025-06-04
24954,treatment,MidnightStout,2025-06-22
3681,control,AmberOak,2025-06-25
16295,treatment,,
12028,treatment,,
25800,treatment,HazyHopper,2025-06-23
7769,control,,
24240,treatment,,
23698,control,RyeRanger,2025-06-23
14790,treatment,TropicalIPA,2025-06-28
25448,treatment,FarmhouseSaison,2025-06-25
19377,control,CitrusZing,2025-06-15
22055,treatment,,
4514,control,,
10718,control,,
13098,treatment,AlpinePils,2025-06-23
24575,control,,
13482,control,,
3564,treatment,,
24006,control,RyeRanger,2025-06-23
4005,treatment,,
5980,treatment,,
19351,treatment,FarmhouseSaison,2025-06-23
23268,control,,
21263,control,,
9538,treatment,TropicalIPA,2025-06-12
17617,control,,
18925,treatment,RyeRanger,2025-06-29
27362,control,RyeRanger,2025-06-23
1806,control,,
16273,control,RyeRanger,2025-06-14
25252,control,,
23471,control,,
21391,control,RyeRanger,2025-06-19
16415,treatment,HazyHopper,2025-06-28
20097,treatment,,
8050,control,RyeRanger,2025-06-25
20128,control,RyeRanger,2025-06-07
26423,control,,
21070,treatment,,
19671,control,,
16421,control,,
19682,control,,
20840,control,,
23507,control,RyeRanger,2025-06-11
12084,control,RyeRanger,2025-06-17
5744,treatment,,
4426,treatment,VelvetPorter,2025-06-01
11695,control,RyeRanger,2025-06-21
7418,control,,
10387,control,,
21205,treatment,,
13299,control,,
15493,control,,
18290,treatment,CherryLambic,2025-06-28
80,control,RyeRanger,2025-06-11
26908,treatment,,
1647,treatment,,
21581,treatment,,
26459,treatment,,
14312,control,RyeRanger,2025-06-11
741,control,RyeRanger,2025-06-06
6883,treatment,HazyHopper,2025-06-05
1667,treatment,CitrusZing,2025-06-04
14658,control,,
27388,control,AlpinePils,2025-06-03
15250,control,,
11827,control,,
9459,treatment,AmberOak,2025-06-12
7049,treatment,,
22821,treatment,CherryLambic,2025-06-26
15003,control,,
13053,control,,
20616,treatment,AmberOak,2025-06-30
26342,control,,
14739,treatment,,
12428,treatment,MidnightStout,2025-06-23
19350,treatment,,
24094,control,AlpinePils,2025-06-26
26270,treatment,,
6645,control,,
1801,control,RyeRanger,2025-06-28
20785,treatment,MidnightStout,2025-06-03
1796,control,,
1973,treatment,TropicalIPA,2025-06-12
13942,control,,
2262,treatment,MidnightStout,2025-06-22
10712,control,RyeRanger,2025-06-11
7303,control,CitrusZing,2025-06-22
17377,treatment,CherryLambic,2025-06-03
23103,control,RyeRanger,2025-06-18
24743,control,,
23359,treatment,,
11003,control,AmberOak,2025-06-06
26770,treatment,,
3025,treatment,CitrusZing,2025-06-24
26812,control,,
12872,treatment,AmberOak,2025-06-23
4157,control,,
16069,control,,
14935,control,,
3246,control,RyeRanger,2025-06-21
21983,treatment,MidnightStout,2025-06-14
6468,treatment,VelvetPorter,2025-06-08
9272,control,,
1502,treatment,,
5909,control,,
4933,control,,
10591,control,,
9194,control,,
20550,control,RyeRanger,2025-06-05
17020,control,AmberOak,2025-06-20
26556,control,,
22093,treatment,,
5821,control,,
4944,control,RyeRanger,2025-06-16
13518,control,RyeRanger,2025-06-06
16251,treatment,,
10752,treatment,,
12133,treatment,,
17502,control,,
7692,treatment,AlpinePils,2025-06-26
23192,control,CitrusZing,2025-06-05
3987,treatment,,
25900,control,,
5849,treatment,MidnightStout,2025-06-24
7029,treatment,,
20267,control,RyeRanger,2025-06-01
4017,control,CitrusZing,2025-06-26
148,treatment,RyeRanger,2025-06-19
13672,control,RyeRanger,2025-06-25
12099,control,RyeRanger,2025-06-26
14633,treatment,,
11709,control,CitrusZing,2025-06-16
22197,control,RyeRanger,2025-06-10
5942,treatment,VelvetPorter,2025-06-05
14528,control,,
27522,control,RyeRanger,2025-06-24
25460,control,,
24936,control,CherryLambic,2025-06-02
6519,control,,
11311,control,CitrusZing,2025-06-03
21421,control,,
8616,treatment,,
21158,treatment,TropicalIPA,2025-06-03
26535,control,CitrusZing,2025-06-06
26112,control,,
13167,control,RyeRanger,2025-06-04
6916,treatment,,
1192,control,CitrusZing,2025-06-04
9592,treatment,,
15327,treatment,FarmhouseSaison,2025-06-08
20896,treatment,CitrusZing,2025-06-03
9963,control,,
13923,treatment,MidnightStout,2025-06-23
21483,control,,
21445,treatment,HazyHopper,2025-06-22
9530,control,,
11890,control,,
24264,treatment,VelvetPorter,2025-06-10
7667,treatment,TropicalIPA,2025-06-27
1374,control,,
18814,control,,
11473,treatment,,
20442,treatment,HazyHopper,2025-06-29
5155,treatment,CherryLambic,2025-06-16
2343,treatment,CitrusZing,2025-06-07
21840,treatment,,
4076,treatment,,
1355,treatment,TropicalIPA,2025-06-23
18093,treatment,FarmhouseSaison,2025-06-09
19319,treatment,,
27078,treatment,HazyHopper,2025-06-27
9228,treatment,HazyHopper,2025-06-05
7124,treatment,TropicalIPA,2025-06-26
25952,treatment,TropicalIPA,2025-06-22
22949,treatment,HazyHopper,2025-06-07
4493,control,,
585,control,CitrusZing,2025-06-24
3734,control,TropicalIPA,2025-06-24
3319,treatment,,
904,control,AlpinePils,2025-06-24
19474,treatment,CherryLambic,2025-06-29
7460,control,CitrusZing,2025-06-16
18891,treatment,,
8104,control,RyeRanger,2025-06-20
2634,treatment,AlpinePils,2025-06-04
26602,control,,
12651,treatment,,
15028,control,FarmhouseSaison,2025-06-20
9543,treatment,,
4418,treatment,HazyHopper,2025-06-20
17435,control,,
26579,control,,
21419,control,,
11086,treatment,FarmhouseSaison,2025-06-21
13438,control,RyeRanger,2025-06-06
6072,control,AmberOak,2025-06-15
23834,treatment,,
26195,control,RyeRanger,2025-06-13
21956,treatment,CherryLambic,2025-06-08
8666,control,RyeRanger,2025-06-03
24811,treatment,,
5692,treatment,TropicalIPA,2025-06-28
348,control,,
25742,control,RyeRanger,2025-06-19
1160,treatment,,
10686,control,,
14324,control,RyeRanger,2025-06-10
15117,treatment,,
2746,treatment,FarmhouseSaison,2025-06-08
9084,control,,
3375,control,CitrusZing,2025-06-17
23870,control,CitrusZing,2025-06-26
20476,treatment,,
15852,treatment,,
16419,treatment,AmberOak,2025-06-30
4464,control,,
17855,control,CitrusZing,2025-06-03
23215,treatment,FarmhouseSaison,2025-06-05
11160,treatment,AmberOak,2025-06-03
17883,control,,
1888,control,RyeRanger,2025-06-09
25151,control,RyeRanger,2025-06-06
22933,treatment,,
13617,control,,
24952,control,,
22899,control,,
13733,control,RyeRanger,2025-06-11
6587,treatment,,
17008,treatment,,
15643,control,HazyHopper,2025-06-07
1294,control,,
23608,treatment,TropicalIPA,2025-06-08
12859,treatment,CherryLambic,2025-06-05
27556,treatment,FarmhouseSaison,2025-06-05
18753,control,,
22777,treatment,CherryLambic,2025-06-20
1206,treatment,,
9902,treatment,,
8215,treatment,MidnightStout,2025-06-24
12045,control,RyeRanger,2025-06-02
21734,control,RyeRanger,2025-06-11
11032,treatment,VelvetPorter,2025-06-28
19282,control,RyeRanger,2025-06-07
13165,treatment,,
18044,treatment,RyeRanger,2025-06-27
23182,treatment,,
5167,treatment,,
17829,treatment,,
21800,control,,
24046,control,AmberOak,2025-06-05
17858,control,VelvetPorter,2025-06-08
644,treatment,,
24554,treatment,,
9333,control,,
27021,control,,
19779,control,,
12572,control,,
18521,treatment,VelvetPorter,2025-06-15
8150,control,RyeRanger,2025-06-28
20694,control,,
25541,treatment,CitrusZing,2025-06-04
13764,control,CitrusZing,2025-06-02
11000,control,,
7884,treatment,CitrusZing,2025-06-11
649,control,,
16647,control,,
3927,treatment,HazyHopper,2025-06-18
7975,control,,
875,control,,
3660,control,RyeRanger,2025-06-07
21058,control,,
17173,control,CitrusZing,2025-06-24
7185,control,,
15139,control,,
19967,treatment,,
16205,control,CitrusZing,2025-06-19
8301,treatment,VelvetPorter,2025-06-19
8804,treatment,TropicalIPA,2025-06-05
18198,control,,
15340,control,RyeRanger,2025-06-25
8470,treatment,VelvetPorter,2025-06-03
16211,treatment,,
10440,control,AmberOak,2025-06-11
17809,control,CitrusZing,2025-06-10
19260,control,,
16443,treatment,AmberOak,2025-06-13
10498,treatment,AlpinePils,2025-06-15
23236,control,,
5372,control,,
19152,control,RyeRanger,2025-06-08
13979,treatment,,
20472,treatment,HazyHopper,2025-06-07
25964,treatment,FarmhouseSaison,2025-06-17
20265,treatment,HazyHopper,2025-06-13
26866,treatment,MidnightStout,2025-06-28
13324,treatment,TropicalIPA,2025-06-09
15672,treatment,,
22799,treatment,CherryLambic,2025-06-21
8003,control,RyeRanger,2025-06-17
18302,treatment,AmberOak,2025-06-04
10047,control,,
25344,control,,
6661,treatment,CitrusZing,2025-06-16
26587,control,RyeRanger,2025-06-28
21005,control,,
17386,control,RyeRanger,2025-06-02
13101,control,FarmhouseSaison,2025-06-12
2494,control,RyeRanger,2025-06-20
15198,treatment,,
24737,control,RyeRanger,2025-06-24
19581,control,,
23223,control,,
1474,control,RyeRanger,2025-06-23
2484,control,,
25386,control,,
25869,control,RyeRanger,2025-06-20
7617,control,,
12890,treatment,FarmhouseSaison,2025-06-08
24209,control,RyeRanger,2025-06-30
4725,control,,
4531,control,,
6753,treatment,AmberOak,2025-06-15
12271,treatment,,
20087,treatment,TropicalIPA,2025-06-18
1889,treatment,VelvetPorter,2025-06-23
19591,control,RyeRanger,2025-06-11
8820,treatment,CherryLambic,2025-06-26
8934,control,RyeRanger,2025-06-24
4143,control,,
15078,control,,
21680,treatment,,
24823,control,,
3152,control,,
4805,treatment,AlpinePils,2025-06-06
9799,treatment,,
12307,control,RyeRanger,2025-06-11
21124,control,,
12160,control,RyeRanger,2025-06-29
22524,control,AlpinePils,2025-06-26
2151,control,,
547,control,CitrusZing,2025-06-24
22298,control,,
11558,control,AmberOak,2025-06-02
22454,treatment,,
17071,control,,
16212,control,,
25546,treatment,FarmhouseSaison,2025-06-01
20412,control,,
3265,control,,
13240,treatment,MidnightStout,2025-06-18
11920,control,,
14747,treatment,AlpinePils,2025-06-30
5213,treatment,,
3295,control,RyeRanger,2025-06-22
2943,control,,
7387,control,,
10536,control,,
22314,treatment,HazyHopper,2025-06-25
27215,treatment,,
26319,control,RyeRanger,2025-06-10
525,control,,
10025,control,,
12538,control,,
11567,treatment,,
16519,control,,
25224,treatment,,
24368,control,,
8469,control,,
14643,treatment,,
8861,control,,
26980,control,RyeRanger,2025-06-28
11073,control,,
16339,treatment,FarmhouseSaison,2025-06-12
8798,treatment,,
5613,treatment,FarmhouseSaison,2025-06-25
4997,control,,
6882,control,,
13494,control,CherryLambic,2025-06-18
14845,control,,
25734,control,RyeRanger,2025-06-20
3816,control,,
18058,control,RyeRanger,2025-06-14
23252,control,VelvetPorter,2025-06-13
2086,control,,
7197,treatment,RyeRanger,2025-06-14
493,treatment,FarmhouseSaison,2025-06-04
11610,treatment,CitrusZing,2025-06-27
12497,control,HazyHopper,2025-06-28
4149,control,,
5134,control,,
13006,treatment,CherryLambic,2025-06-18
13395,control,CitrusZing,2025-06-10
974,treatment,AmberOak,2025-06-04
12677,treatment,,
5418,control,,
25730,treatment,,
8785,treatment,,
1601,control,,
4022,treatment,VelvetPorter,2025-06-27
1334,treatment,,
15791,treatment,CherryLambic,2025-06-02
17207,treatment,,
19206,control,,
11085,treatment,RyeRanger,2025-06-21
22295,control,,
19431,control,AlpinePils,2025-06-23
16775,control,RyeRanger,2025-06-16
21273,treatment,,
19193,treatment,HazyHopper,2025-06-24
17240,treatment,AmberOak,2025-06-13
5136,treatment,FarmhouseSaison,2025-06-11
3301,treatment,MidnightStout,2025-06-27
7208,control,,
19210,treatment,,
13464,control,HazyHopper,2025-06-14
8882,control,RyeRanger,2025-06-30
10138,treatment,,
26977,treatment,VelvetPorter,2025-06-03
11317,control,VelvetPorter,2025-06-07
17428,control,CitrusZing,2025-06-07
7668,treatment,FarmhouseSaison,2025-06-08
1060,control,,
18003,control,RyeRanger,2025-06-19
18896,treatment,,
7967,treatment,TropicalIPA,2025-06-16
14937,treatment,TropicalIPA,2025-06-08
6303,control,VelvetPorter,2025-06-30
18140,treatment,HazyHopper,2025-06-16
15578,control,CitrusZing,2025-06-14
25068,treatment,,
12145,control,RyeRanger,2025-06-22
25788,control,,
26316,treatment,FarmhouseSaison,2025-06-25
12058,control,,
17645,treatment,AmberOak,2025-06-25
6092,control,,
6076,control,RyeRanger,2025-06-09
22845,treatment,HazyHopper,2025-06-12
24092,control,,
15205,control,,
5307,treatment,,
20246,control,CitrusZing,2025-06-27
14122,control,,
26926,control,AmberOak,2025-06-16
21640,control,RyeRanger,2025-06-25
23274,control,,
17070,control,,
26394,treatment,VelvetPorter,2025-06-15
5992,control,,
9528,control,,
27294,treatment,,
387,control,CitrusZing,2025-06-20
20239,control,,
19623,control,,
1148,control,,
3234,control,,
78,control,RyeRanger,2025-06-12
6030,control,RyeRanger,2025-06-20
543,control,RyeRanger,2025-06-01
13837,control,CitrusZing,2025-06-12
2363,treatment,,
18702,control,,
17959,treatment,MidnightStout,2025-06-03
10874,control,,
24633,control,CitrusZing,2025-06-14
8768,treatment,MidnightStout,2025-06-26
20199,control,CherryLambic,2025-06-10
26065,control,RyeRanger,2025-06-29
25399,control,,
16130,control,HazyHopper,2025-06-21
17912,control,,
5166,control,,
12137,treatment,,
10521,treatment,RyeRanger,2025-06-11
23383,control,CitrusZing,2025-06-03
12900,treatment,,
16969,control,RyeRanger,2025-06-27
24625,control,CherryLambic,2025-06-10
24957,treatment,,
3429,treatment,CherryLambic,2025-06-22
3397,control,RyeRanger,2025-06-20
17112,treatment,,
23404,control,CitrusZing,2025-06-08
20418,control,RyeRanger,2025-06-23
16826,treatment,FarmhouseSaison,2025-06-25
20484,control,RyeRanger,2025-06-22
21039,control,RyeRanger,2025-06-28
589,treatment,,
24150,control,,
2908,control,,
26929,treatment,,
15189,control,,
24772,control,RyeRanger,2025-06-17
4588,control,,
8274,treatment,,
2374,control,,
8419,control,,
10139,treatment,VelvetPorter,2025-06-09
16499,control,AlpinePils,2025-06-06
9730,control,CitrusZing,2025-06-17
10035,control,,
1828,treatment,TropicalIPA,2025-06-24
27143,treatment,MidnightStout,2025-06-24
11394,treatment,,
2310,control,CitrusZing,2025-06-21
27182,treatment,RyeRanger,2025-06-19
417,control,RyeRanger,2025-06-28
17308,control,CitrusZing,2025-06-23
16828,control,AmberOak,2025-06-25
10733,treatment,VelvetPorter,2025-06-07
26753,control,CitrusZing,2025-06-06
16291,control,,
22678,treatment,FarmhouseSaison,2025-06-28
7577,control,HazyHopper,2025-06-16
23851,control,,
27223,treatment,,
20590,control,RyeRanger,2025-06-06
17818,control,,
15787,treatment,AmberOak,2025-06-03
16677,control,CitrusZing,2025-06-07
19896,treatment,,
19435,control,RyeRanger,2025-06-27
26363,control,,
14037,treatment,,
7963,treatment,,
23549,treatment,CitrusZing,2025-06-07
14885,control,,
21444,control,,
5210,control,TropicalIPA,2025-06-22
18704,control,,
4525,treatment,HazyHopper,2025-06-17
3651,treatment,AlpinePils,2025-06-07
3241,control,AmberOak,2025-06-26
22296,control,,
20229,treatment,,
24829,treatment,,
19253,treatment,HazyHopper,2025-06-19
2430,control,,
17675,treatment,,
2067,control,RyeRanger,2025-06-28
23498,control,CherryLambic,2025-06-06
26412,treatment,AmberOak,2025-06-07
4940,control,CitrusZing,2025-06-10
20181,treatment,,
23385,treatment,,
3989,treatment,HazyHopper,2025-06-21
17658,control,RyeRanger,2025-06-06
16417,control,RyeRanger,2025-06-16
9435,treatment,,
2365,treatment,AlpinePils,2025-06-15
959,treatment,AlpinePils,2025-06-15
15274,control,,
7159,treatment,,
356,treatment,,
14902,treatment,,
806,treatment,RyeRanger,2025-06-17
6992,control,,
5494,treatment,CherryLambic,2025-06-03
22053,control,AmberOak,2025-06-30
3909,treatment,,
9316,control,RyeRanger,2025-06-22
1430,control,RyeRanger,2025-06-06
22973,treatment,VelvetPorter,2025-06-21
15404,control,,
10951,treatment,,
3081,control,,
26886,treatment,,
2331,control,AmberOak,2025-06-29
7072,control,RyeRanger,2025-06-02
5331,treatment,,
25889,control,CitrusZing,2025-06-25
25795,treatment,MidnightStout,2025-06-08
2345,control,,
3551,treatment,,
10013,control,RyeRanger,2025-06-01
22537,treatment,,
9238,control,CherryLambic,2025-06-24
22215,control,,
13031,control,RyeRanger,2025-06-19
20242,control,RyeRanger,2025-06-05
10941,control,CitrusZing,2025-06-08
25132,treatment,AlpinePils,2025-06-08
8332,control,,
7287,control,,
16543,treatment,,
20122,control,FarmhouseSaison,2025-06-23
239,treatment,,
8142,control,,
6238,control,RyeRanger,2025-06-24
23807,treatment,,
22008,control,,
25776,treatment,AmberOak,2025-06-23
19558,control,CitrusZing,2025-06-17
2071,control,TropicalIPA,2025-06-17
16147,control,RyeRanger,2025-06-06
217,control,CitrusZing,2025-06-23
15285,control,,
24585,control,RyeRanger,2025-06-26
8954,control,RyeRanger,2025-06-15
25760,control,AlpinePils,2025-06-24
10167,control,,
1797,control,FarmhouseSaison,2025-06-13
9958,treatment,,
15718,control,CitrusZing,2025-06-26
15403,treatment,RyeRanger,2025-06-14
18331,treatment,,
8808,treatment,AlpinePils,2025-06-12
17365,control,,
1620,control,RyeRanger,2025-06-17
6398,treatment,TropicalIPA,2025-06-29
17687,control,,
21509,control,,
17474,treatment,CitrusZing,2025-06-12
3923,treatment,AmberOak,2025-06-27
2600,control,RyeRanger,2025-06-12
1578,treatment,VelvetPorter,2025-06-17
26396,control,CitrusZing,2025-06-05
15015,control,RyeRanger,2025-06-24
6340,control,CitrusZing,2025-06-29
6720,control,RyeRanger,2025-06-28
2774,treatment,,
8209,control,AlpinePils,2025-06-20
18490,control,,
888,control,TropicalIPA,2025-06-18
15983,control,,
10942,control,,
12997,control,CitrusZing,2025-06-22
23055,control,,
3700,treatment,VelvetPorter,2025-06-22
23968,control,,
21476,treatment,FarmhouseSaison,2025-06-10
19051,control,RyeRanger,2025-06-06
20932,control,,
15889,control,RyeRanger,2025-06-17
5847,treatment,,
16250,control,,
4383,treatment,,
13415,treatment,,
4562,treatment,,
1409,control,,
15827,control,CitrusZing,2025-06-23
3522,control,,
2810,treatment,TropicalIPA,2025-06-03
2828,treatment,AmberOak,2025-06-25
14555,control,RyeRanger,2025-06-19
2697,control,,
26818,treatment,TropicalIPA,2025-06-11
27010,treatment,,
2782,control,RyeRanger,2025-06-20
14954,control,CitrusZing,2025-06-10
21145,control,,
11529,treatment,HazyHopper,2025-06-05
23276,control,,
20382,control,RyeRanger,2025-06-13
20970,treatment,TropicalIPA,2025-06-20
22517,treatment,AmberOak,2025-06-29
4299,treatment,HazyHopper,2025-06-14
24998,control,,
10242,control,,
14722,treatment,RyeRanger,2025-06-16
7507,treatment,,
10456,control,CitrusZing,2025-06-17
10262,treatment,,
22997,treatment,RyeRanger,2025-06-06
26432,treatment,CherryLambic,2025-06-23
680,treatment,,
6400,control,,
14617,control,,
1429,control,RyeRanger,2025-06-05
7293,treatment,,
12183,control,,
1680,control,,
24720,control,,
9761,treatment,,
2968,treatment,AmberOak,2025-06-14
3372,control,AmberOak,2025-06-24
11345,control,FarmhouseSaison,2025-06-29
18951,control,,
7566,control,CitrusZing,2025-06-02
23203,control,,
14792,control,,
8755,control,,
1528,control,RyeRanger,2025-06-29
18699,treatment,MidnightStout,2025-06-30
11078,treatment,,
2933,control,RyeRanger,2025-06-16
17290,treatment,,
6465,control,,
11667,treatment,,
4195,control,,
15729,treatment,MidnightStout,2025-06-17
25797,control,,
27353,control,CitrusZing,2025-06-23
27524,control,RyeRanger,2025-06-14
11592,control,RyeRanger,2025-06-14
19124,control,RyeRanger,2025-06-18
24375,treatment,,
3675,treatment,,
1521,control,,
18928,control,RyeRanger,2025-06-04
11644,control,HazyHopper,2025-06-06
17496,treatment,VelvetPorter,2025-06-07
4979,treatment,,
5443,control,CherryLambic,2025-06-23
19318,control,RyeRanger,2025-06-09
16160,control,,
14702,treatment,,
27225,treatment,HazyHopper,2025-06-19
17729,control,AlpinePils,2025-06-10
2569,control,,
4505,control,RyeRanger,2025-06-09
25133,control,RyeRanger,2025-06-03
12976,treatment,FarmhouseSaison,2025-06-11
6934,control,,
10328,control,RyeRanger,2025-06-03
16567,treatment,,
21959,control,RyeRanger,2025-06-28
3326,treatment,,
17122,control,RyeRanger,2025-06-08
5631,control,RyeRanger,2025-06-21
9937,treatment,,
22803,control,MidnightStout,2025-06-17
22863,control,,
26107,treatment,AlpinePils,2025-06-10
9891,treatment,,
10345,control,,
1754,control,RyeRanger,2025-06-03
27195,treatment,CitrusZing,2025-06-15
7458,control,AmberOak,2025-06-26
9877,treatment,CherryLambic,2025-06-07
25593,control,,
6409,control,AmberOak,2025-06-05
13038,control,,
6600,control,,
16770,treatment,,
19983,control,RyeRanger,2025-06-21
12263,control,RyeRanger,2025-06-14
23542,treatment,,
20264,control,,
15654,control,,
1636,control,CitrusZing,2025-06-17
19002,control,RyeRanger,2025-06-12
24677,control,,
23419,treatment,,
10320,treatment,TropicalIPA,2025-06-30
13866,treatment,,
27264,control,,
4336,control,RyeRanger,2025-06-10
6451,control,FarmhouseSaison,2025-06-18
4679,control,CitrusZing,2025-06-06
26157,control,RyeRanger,2025-06-03
19545,treatment,HazyHopper,2025-06-11
13221,control,FarmhouseSaison,2025-06-26
5539,control,,
11269,control,RyeRanger,2025-06-26
14255,control,RyeRanger,2025-06-24
21931,control,CitrusZing,2025-06-08
15773,control,,
3998,control,HazyHopper,2025-06-24
13538,treatment,RyeRanger,2025-06-03
23180,control,,
22281,control,RyeRanger,2025-06-24
4969,treatment,VelvetPorter,2025-06-12
7856,treatment,,
1296,control,,
8732,treatment,TropicalIPA,2025-06-22
21598,control,,
13682,control,CitrusZing,2025-06-14
77,control,RyeRanger,2025-06-29
19233,control,,
24923,control,CitrusZing,2025-06-10
264,control,,
24410,treatment,AmberOak,2025-06-04
20337,control,RyeRanger,2025-06-21
26803,treatment,,
20828,treatment,CitrusZing,2025-06-22
667,treatment,,
27345,control,,
19398,treatment,CherryLambic,2025-06-25
14346,control,RyeRanger,2025-06-28
6813,control,RyeRanger,2025-06-22
3161,treatment,HazyHopper,2025-06-04
6706,treatment,TropicalIPA,2025-06-28
14181,control,,
16778,control,RyeRanger,2025-06-11
26731,treatment,AlpinePils,2025-06-17
11097,control,RyeRanger,2025-06-03
5275,treatment,AlpinePils,2025-06-15
26689,treatment,,
10816,control,RyeRanger,2025-06-20
12629,control,RyeRanger,2025-06-11
13500,treatment,HazyHopper,2025-06-05
4031,control,,
20178,treatment,CitrusZing,2025-06-30
26964,treatment,RyeRanger,2025-06-23
24949,control,,
23928,treatment,MidnightStout,2025-06-22
21496,treatment,HazyHopper,2025-06-15
10654,control,,
20581,treatment,,
14073,control,RyeRanger,2025-06-18
9041,control,,
25497,control,,
11960,treatment,,
20656,control,AlpinePils,2025-06-29
24593,control,,
25929,control,RyeRanger,2025-06-28
27119,control,RyeRanger,2025-06-30
7994,control,CitrusZing,2025-06-03
12088,treatment,AmberOak,2025-06-25
19715,treatment,CherryLambic,2025-06-22
22813,control,CitrusZing,2025-06-18
22840,control,,
12437,control,RyeRanger,2025-06-29
4305,treatment,CherryLambic,2025-06-23
15692,control,,
18251,control,RyeRanger,2025-06-03
3424,control,,
9458,treatment,,
21275,control,RyeRanger,2025-06-15
3658,control,RyeRanger,2025-06-20
17929,treatment,MidnightStout,2025-06-25
22071,control,CitrusZing,2025-06-26
11320,control,,
12285,control,,
18141,control,RyeRanger,2025-06-01
25981,treatment,,
22759,control,AmberOak,2025-06-08
10304,control,AlpinePils,2025-06-06
7024,treatment,,
5430,control,,
17127,control,RyeRanger,2025-06-04
12478,control,,
2297,control,,
10581,control,,
7802,control,RyeRanger,2025-06-22
21120,treatment,,
2618,control,,
25498,control,,
9028,control,CitrusZing,2025-06-15
26472,control,CherryLambic,2025-06-30
886,treatment,,
12534,treatment,MidnightStout,2025-06-23
5549,control,,
21955,control,,
5964,treatment,AlpinePils,2025-06-26
24813,control,AlpinePils,2025-06-22
11315,control,CherryLambic,2025-06-29
12427,control,,
2441,treatment,RyeRanger,2025-06-12
5330,control,RyeRanger,2025-06-16
662,control,,
16145,control,,
19404,control,RyeRanger,2025-06-11
27332,treatment,CherryLambic,2025-06-28
14989,control,,
23929,control,,
5920,treatment,,
13140,treatment,RyeRanger,2025-06-02
1125,control,,
4226,control,,
14277,control,AmberOak,2025-06-16
20433,control,,
12571,treatment,,
18497,treatment,,
15785,control,,
22216,control,RyeRanger,2025-06-02
4614,control,,
25215,treatment,,
18553,control,,
11057,control,,
5090,control,RyeRanger,2025-06-09
15021,control,,
7398,treatment,HazyHopper,2025-06-18
18397,treatment,,
11790,treatment,,
4298,control,RyeRanger,2025-06-10
14177,treatment,,
26623,control,CitrusZing,2025-06-04
11243,treatment,,
19746,control,RyeRanger,2025-06-02
16044,control,,
6080,treatment,VelvetPorter,2025-06-15
10332,treatment,AlpinePils,2025-06-11
3105,treatment,,
26269,control,RyeRanger,2025-06-29
13900,control,CitrusZing,2025-06-12
26909,control,CitrusZing,2025-06-13
16528,control,,
23198,treatment,AmberOak,2025-06-29
9155,treatment,VelvetPorter,2025-06-23
25461,treatment,CitrusZing,2025-06-01
10788,control,RyeRanger,2025-06-21
9385,treatment,,
7194,treatment,HazyHopper,2025-06-17
18920,control,,
2857,control,RyeRanger,2025-06-22
19219,treatment,,
17924,treatment,CitrusZing,2025-06-15
4410,control,,
9967,treatment,AlpinePils,2025-06-05
5365,control,,
20423,control,,
15956,control,AmberOak,2025-06-09
3932,treatment,,
27152,control,CitrusZing,2025-06-13
24567,control,CitrusZing,2025-06-18
7429,control,,
5323,control,RyeRanger,2025-06-12
7697,control,,
26653,control,RyeRanger,2025-06-08
732,control,TropicalIPA,2025-06-15
2524,treatment,,
8603,treatment,CherryLambic,2025-06-24
23426,control,CherryLambic,2025-06-15
20058,control,RyeRanger,2025-06-13
9241,treatment,,
23964,control,,
14283,treatment,CherryLambic,2025-06-09
7110,control,RyeRanger,2025-06-19
4645,control,,
14736,control,,
19857,control,,
19702,control,,
27442,treatment,,
7889,treatment,,
13229,treatment,AmberOak,2025-06-07
6215,control,RyeRanger,2025-06-30
13512,control,AlpinePils,2025-06-24
6273,control,RyeRanger,2025-06-17
19780,control,RyeRanger,2025-06-18
20668,control,,
6220,control,RyeRanger,2025-06-27
19873,control,,
16274,treatment,,
6848,control,RyeRanger,2025-06-01
5745,treatment,,
25731,treatment,HazyHopper,2025-06-12
536,control,HazyHopper,2025-06-28
8053,control,HazyHopper,2025-06-25
8829,control,CitrusZing,2025-06-30
24529,treatment,,
14673,treatment,AmberOak,2025-06-17
24454,control,RyeRanger,2025-06-21
20216,treatment,AmberOak,2025-06-17
10359,treatment,,
25301,treatment,,
1225,treatment,AmberOak,2025-06-25
11698,control,CitrusZing,2025-06-21
5820,control,,
5260,control,CitrusZing,2025-06-27
8550,control,,
11749,control,,
16370,control,,
13277,treatment,TropicalIPA,2025-06-21
17609,treatment,,
21712,control,AmberOak,2025-06-25
9324,treatment,FarmhouseSaison,2025-06-29
24211,control,,
13390,treatment,,
52,control,RyeRanger,2025-06-17
9956,treatment,MidnightStout,2025-06-17
4594,control,AlpinePils,2025-06-21
14002,control,AmberOak,2025-06-22
20051,treatment,CherryLambic,2025-06-23
7318,control,,
21905,treatment,HazyHopper,2025-06-02
7186,treatment,,
5384,treatment,,
3222,treatment,,
7520,control,,
12751,control,CitrusZing,2025-06-12
22699,treatment,,
