customer_id,group,choice,txn_date,purchase_flag
19559,control,CitrusZing,2025-06-08,1
13783,treatment,CherryLambic,2025-06-22,1
13970,control,,,0
12672,control,HazyHopper,2025-06-28,1
5992,control,HazyHopper,2025-06-14,1
25141,control,,,0
8789,treatment,AmberOak,2025-06-30,1
7962,treatment,HazyHopper,2025-06-08,1
16272,control,,,0
15574,treatment,,,0
18136,treatment,FarmhouseSaison,2025-06-12,1
12440,control,HazyHopper,2025-06-23,1
10344,treatment,,,0
8964,control,HazyHopper,2025-06-12,1
2064,control,,,0
4422,treatment,,,0
9527,treatment,,,0
22710,control,HazyHopper,2025-06-16,1
18275,control,HazyHopper,2025-06-21,1
1795,control,HazyHopper,2025-06-02,1
9483,treatment,CitrusZing,2025-06-22,1
16001,control,CitrusZing,2025-06-14,1
1644,treatment,,,0
17275,control,HazyHopper,2025-06-01,1
2715,treatment,,,0
2697,control,HazyHopper,2025-06-07,1
7034,control,HazyHopper,2025-06-12,1
17083,control,HazyHopper,2025-06-01,1
18460,control,HazyHopper,2025-06-20,1
21365,control,HazyHopper,2025-06-20,1
20216,control,TropicalIPA,2025-06-23,1
9667,control,,,0
12896,treatment,,,0
18018,control,,,0
11526,treatment,FarmhouseSaison,2025-06-18,1
26388,control,,,0
16284,control,AlpinePils,2025-06-27,1
17326,control,HazyHopper,2025-06-05,1
21780,control,,,0
5252,control,,,0
16810,control,CherryLambic,2025-06-11,1
15150,control,HazyHopper,2025-06-06,1
5740,control,HazyHopper,2025-06-14,1
20440,treatment,HazyHopper,2025-06-20,1
20586,control,CitrusZing,2025-06-09,1
17146,control,,,0
20993,treatment,CherryLambic,2025-06-25,1
6667,control,,,0
8398,treatment,MidnightStout,2025-06-05,1
5295,control,CitrusZing,2025-06-12,1
23448,control,CitrusZing,2025-06-01,1
25497,control,TropicalIPA,2025-06-03,1
20988,treatment,AmberOak,2025-06-13,1
7576,control,,,0
18761,treatment,AlpinePils,2025-06-30,1
2495,treatment,TropicalIPA,2025-06-22,1
20252,control,HazyHopper,2025-06-09,1
4910,control,VelvetPorter,2025-06-30,1
17193,treatment,,,0
20256,control,CherryLambic,2025-06-19,1
17187,control,,,0
18779,control,TropicalIPA,2025-06-05,1
10473,treatment,FarmhouseSaison,2025-06-17,1
12914,control,,,0
19775,control,HazyHopper,2025-06-22,1
15300,treatment,,,0
6265,control,TropicalIPA,2025-06-23,1
15372,treatment,FarmhouseSaison,2025-06-13,1
7765,control,HazyHopper,2025-06-18,1
9084,control,CitrusZing,2025-06-01,1
7278,treatment,,,0
1107,control,AlpinePils,2025-06-03,1
20348,treatment,,,0
4706,control,,,0
22723,control,,,0
11807,control,,,0
16791,treatment,,,0
22816,control,HazyHopper,2025-06-04,1
3632,control,,,0
18440,treatment,TropicalIPA,2025-06-13,1
24645,control,,,0
22842,control,,,0
18070,control,VelvetPorter,2025-06-02,1
12758,control,AlpinePils,2025-06-02,1
19533,treatment,TropicalIPA,2025-06-11,1
23940,treatment,AlpinePils,2025-06-09,1
237,treatment,,,0
20960,control,HazyHopper,2025-06-11,1
13417,control,HazyHopper,2025-06-22,1
3995,control,HazyHopper,2025-06-21,1
10624,control,,,0
5920,control,,,0
23594,control,HazyHopper,2025-06-08,1
10246,control,CitrusZing,2025-06-02,1
11192,control,,,0
9470,control,CitrusZing,2025-06-28,1
5019,treatment,,,0
1488,control,,,0
13280,control,,,0
26288,control,TropicalIPA,2025-06-20,1
13075,control,,,0
19820,control,,,0
22531,control,,,0
2618,control,,,0
2002,treatment,,,0
19456,treatment,MidnightStout,2025-06-22,1
12110,control,,,0
13683,treatment,AmberOak,2025-06-11,1
9650,control,,,0
21004,treatment,,,0
17085,control,HazyHopper,2025-06-07,1
3750,treatment,,,0
452,control,,,0
17272,control,,,0
22588,control,,,0
12505,treatment,,,0
10553,control,,,0
4103,treatment,,,0
9780,treatment,CitrusZing,2025-06-27,1
9562,control,,,0
9036,control,CitrusZing,2025-06-14,1
22566,control,,,0
19470,control,CitrusZing,2025-06-23,1
10753,control,CitrusZing,2025-06-08,1
18588,control,,,0
8835,control,,,0
21116,control,HazyHopper,2025-06-20,1
6806,control,,,0
25053,treatment,,,0
20094,control,,,0
4176,treatment,AlpinePils,2025-06-10,1
5984,control,,,0
24738,treatment,AmberOak,2025-06-29,1
26549,treatment,CitrusZing,2025-06-16,1
17793,treatment,CherryLambic,2025-06-21,1
210,control,,,0
25478,control,,,0
1443,treatment,,,0
25108,control,,,0
5462,treatment,,,0
27532,control,CitrusZing,2025-06-15,1
11164,control,,,0
6656,control,,,0
25331,control,,,0
8728,control,,,0
21194,treatment,,,0
7540,control,,,0
20488,control,CherryLambic,2025-06-13,1
6190,control,,,0
26452,control,TropicalIPA,2025-06-09,1
13314,treatment,,,0
7239,control,CitrusZing,2025-06-20,1
22894,control,,,0
2233,control,HazyHopper,2025-06-14,1
15938,control,,,0
10158,control,AlpinePils,2025-06-02,1
27365,treatment,,,0
21829,treatment,FarmhouseSaison,2025-06-21,1
22172,control,,,0
2895,control,,,0
8432,treatment,,,0
6964,control,,,0
26340,control,HazyHopper,2025-06-02,1
14108,control,AlpinePils,2025-06-04,1
20482,control,,,0
924,control,,,0
4165,control,CitrusZing,2025-06-10,1
21592,treatment,AmberOak,2025-06-11,1
3028,treatment,,,0
24495,control,CitrusZing,2025-06-15,1
20778,control,,,0
8919,control,HazyHopper,2025-06-22,1
17393,control,,,0
24526,control,HazyHopper,2025-06-18,1
20517,control,HazyHopper,2025-06-15,1
16449,control,,,0
14058,control,CitrusZing,2025-06-22,1
5792,control,HazyHopper,2025-06-26,1
14482,treatment,VelvetPorter,2025-06-01,1
4693,treatment,TropicalIPA,2025-06-13,1
9863,control,,,0
16618,treatment,AlpinePils,2025-06-21,1
15009,treatment,,,0
22200,control,,,0
20065,control,TropicalIPA,2025-06-18,1
23817,control,,,0
17108,control,HazyHopper,2025-06-13,1
3840,control,AlpinePils,2025-06-14,1
9383,treatment,,,0
15212,control,HazyHopper,2025-06-13,1
8061,control,HazyHopper,2025-06-05,1
27024,control,,,0
5087,control,TropicalIPA,2025-06-25,1
8154,control,HazyHopper,2025-06-16,1
21151,treatment,CitrusZing,2025-06-27,1
21568,control,CitrusZing,2025-06-26,1
12687,control,,,0
22790,control,,,0
15674,control,CitrusZing,2025-06-17,1
16923,treatment,,,0
25161,treatment,RyeRanger,2025-06-25,1
14297,control,,,0
5377,control,,,0
17361,control,HazyHopper,2025-06-09,1
13547,control,TropicalIPA,2025-06-21,1
926,treatment,VelvetPorter,2025-06-25,1
26262,control,HazyHopper,2025-06-29,1
25964,control,HazyHopper,2025-06-25,1
5680,treatment,RyeRanger,2025-06-08,1
22615,control,,,0
17860,control,TropicalIPA,2025-06-28,1
24032,treatment,TropicalIPA,2025-06-14,1
142,control,,,0
15037,control,CherryLambic,2025-06-09,1
1048,control,,,0
11605,control,CitrusZing,2025-06-13,1
3146,control,TropicalIPA,2025-06-30,1
9884,treatment,,,0
16981,treatment,AmberOak,2025-06-29,1
24113,control,,,0
6992,control,CherryLambic,2025-06-19,1
8309,control,,,0
11235,treatment,,,0
9124,control,,,0
4879,control,AlpinePils,2025-06-28,1
18534,control,,,0
9273,control,,,0
25553,treatment,HazyHopper,2025-06-05,1
16642,treatment,RyeRanger,2025-06-22,1
11155,treatment,,,0
6768,control,HazyHopper,2025-06-24,1
1265,control,,,0
7488,control,,,0
14038,control,HazyHopper,2025-06-15,1
24467,treatment,,,0
12076,control,TropicalIPA,2025-06-22,1
12302,control,HazyHopper,2025-06-30,1
23842,control,,,0
21042,control,HazyHopper,2025-06-29,1
13659,control,CitrusZing,2025-06-19,1
19731,control,HazyHopper,2025-06-27,1
27235,treatment,,,0
3540,control,TropicalIPA,2025-06-12,1
9835,treatment,,,0
4170,control,,,0
4886,control,HazyHopper,2025-06-22,1
17703,control,,,0
1762,treatment,,,0
5430,control,HazyHopper,2025-06-16,1
5694,treatment,,,0
19412,control,,,0
17966,control,AlpinePils,2025-06-16,1
12309,control,,,0
5576,treatment,,,0
15444,control,,,0
13840,control,HazyHopper,2025-06-07,1
7508,control,,,0
8405,control,HazyHopper,2025-06-24,1
21961,treatment,CherryLambic,2025-06-15,1
8147,control,,,0
21564,control,TropicalIPA,2025-06-17,1
186,treatment,CherryLambic,2025-06-25,1
1207,control,CitrusZing,2025-06-07,1
26432,control,HazyHopper,2025-06-09,1
21694,control,HazyHopper,2025-06-01,1
3752,control,HazyHopper,2025-06-04,1
27167,control,,,0
17627,control,CitrusZing,2025-06-22,1
11425,control,,,0
19004,control,,,0
5674,treatment,,,0
10184,control,,,0
552,control,HazyHopper,2025-06-27,1
24177,control,CitrusZing,2025-06-11,1
319,treatment,,,0
5524,control,,,0
16701,control,,,0
8708,control,HazyHopper,2025-06-07,1
27466,control,AlpinePils,2025-06-19,1
4110,control,,,0
5332,control,CitrusZing,2025-06-15,1
7550,treatment,VelvetPorter,2025-06-11,1
16959,control,,,0
15577,control,CitrusZing,2025-06-26,1
14429,control,,,0
243,treatment,TropicalIPA,2025-06-02,1
14104,treatment,,,0
9122,treatment,AmberOak,2025-06-03,1
25374,control,,,0
13205,control,HazyHopper,2025-06-14,1
7569,treatment,CherryLambic,2025-06-30,1
27278,control,CitrusZing,2025-06-12,1
24122,control,HazyHopper,2025-06-15,1
25586,treatment,,,0
20537,control,,,0
3746,control,,,0
12772,control,,,0
7054,control,,,0
20118,control,TropicalIPA,2025-06-21,1
19779,treatment,RyeRanger,2025-06-04,1
20446,control,,,0
20961,treatment,,,0
6379,control,HazyHopper,2025-06-19,1
17251,treatment,MidnightStout,2025-06-26,1
16155,control,,,0
9803,treatment,,,0
2243,control,,,0
24225,control,TropicalIPA,2025-06-24,1
25269,control,CitrusZing,2025-06-22,1
19253,control,,,0
24386,treatment,AlpinePils,2025-06-05,1
3989,control,,,0
12088,control,HazyHopper,2025-06-07,1
9933,treatment,AmberOak,2025-06-22,1
19061,control,HazyHopper,2025-06-16,1
6438,control,AlpinePils,2025-06-09,1
4421,control,,,0
5841,treatment,MidnightStout,2025-06-12,1
16543,control,HazyHopper,2025-06-05,1
7048,control,CitrusZing,2025-06-15,1
1906,control,,,0
8498,control,CitrusZing,2025-06-11,1
14725,control,CitrusZing,2025-06-23,1
3049,control,,,0
11250,treatment,CherryLambic,2025-06-22,1
6461,treatment,,,0
10452,control,CitrusZing,2025-06-28,1
11642,treatment,CitrusZing,2025-06-05,1
15667,control,HazyHopper,2025-06-15,1
17417,control,HazyHopper,2025-06-03,1
16611,control,,,0
15418,control,,,0
18914,control,TropicalIPA,2025-06-21,1
22763,treatment,,,0
17898,control,,,0
9412,control,,,0
11260,control,HazyHopper,2025-06-27,1
7372,control,,,0
14661,control,HazyHopper,2025-06-01,1
2824,control,TropicalIPA,2025-06-14,1
351,control,,,0
19765,control,HazyHopper,2025-06-19,1
21535,control,,,0
23797,control,,,0
2474,treatment,TropicalIPA,2025-06-19,1
2519,control,,,0
15070,treatment,,,0
18358,control,HazyHopper,2025-06-23,1
21361,treatment,,,0
22114,control,HazyHopper,2025-06-07,1
20347,control,TropicalIPA,2025-06-14,1
19906,treatment,AmberOak,2025-06-04,1
16696,control,HazyHopper,2025-06-30,1
6927,treatment,,,0
12649,treatment,,,0
12685,control,,,0
22245,control,,,0
1712,control,TropicalIPA,2025-06-29,1
910,treatment,,,0
17636,treatment,,,0
5415,control,,,0
4751,control,,,0
25653,control,,,0
23082,treatment,,,0
23677,control,HazyHopper,2025-06-07,1
8264,control,TropicalIPA,2025-06-12,1
12803,control,HazyHopper,2025-06-25,1
9879,treatment,CitrusZing,2025-06-13,1
5667,treatment,,,0
23165,treatment,,,0
14497,treatment,RyeRanger,2025-06-21,1
6042,control,HazyHopper,2025-06-13,1
5891,treatment,FarmhouseSaison,2025-06-13,1
2837,control,,,0
22990,control,,,0
3380,control,,,0
20192,control,HazyHopper,2025-06-24,1
21153,control,,,0
1873,control,TropicalIPA,2025-06-02,1
25012,control,CitrusZing,2025-06-11,1
10169,control,,,0
4121,control,CitrusZing,2025-06-24,1
4849,control,,,0
7647,control,,,0
23171,control,TropicalIPA,2025-06-20,1
10244,treatment,RyeRanger,2025-06-26,1
25196,control,HazyHopper,2025-06-27,1
25611,control,,,0
11411,control,,,0
22270,control,HazyHopper,2025-06-30,1
12594,treatment,VelvetPorter,2025-06-28,1
17838,control,,,0
561,treatment,AlpinePils,2025-06-02,1
21067,treatment,,,0
17077,control,CitrusZing,2025-06-05,1
3498,treatment,,,0
24532,control,HazyHopper,2025-06-14,1
2685,treatment,,,0
27438,treatment,,,0
5910,treatment,,,0
26047,control,AlpinePils,2025-06-13,1
3982,control,,,0
5666,treatment,,,0
17174,control,,,0
21459,treatment,AmberOak,2025-06-07,1
13910,control,HazyHopper,2025-06-19,1
24080,control,,,0
2734,control,,,0
26346,control,,,0
27436,treatment,MidnightStout,2025-06-18,1
16958,control,CitrusZing,2025-06-17,1
4413,treatment,VelvetPorter,2025-06-09,1
14268,treatment,CitrusZing,2025-06-07,1
14559,control,TropicalIPA,2025-06-12,1
11099,treatment,,,0
2980,control,,,0
178,control,,,0
19504,control,HazyHopper,2025-06-29,1
17532,treatment,HazyHopper,2025-06-06,1
9870,treatment,,,0
1026,control,,,0
21767,control,HazyHopper,2025-06-08,1
10308,control,TropicalIPA,2025-06-09,1
13465,treatment,RyeRanger,2025-06-17,1
22709,control,,,0
24031,control,,,0
10211,control,,,0
19852,control,HazyHopper,2025-06-07,1
3238,treatment,AmberOak,2025-06-26,1
14612,control,,,0
6822,control,,,0
8546,treatment,,,0
12064,control,HazyHopper,2025-06-07,1
15052,control,,,0
13261,control,,,0
3673,control,HazyHopper,2025-06-04,1
9949,treatment,MidnightStout,2025-06-29,1
815,control,HazyHopper,2025-06-17,1
11024,treatment,,,0
20122,control,CitrusZing,2025-06-30,1
14106,control,,,0
21716,control,,,0
982,treatment,AmberOak,2025-06-15,1
19441,control,CitrusZing,2025-06-03,1
1931,control,TropicalIPA,2025-06-22,1
256,treatment,,,0
3025,treatment,VelvetPorter,2025-06-26,1
25151,control,,,0
7205,treatment,AlpinePils,2025-06-14,1
1713,treatment,,,0
4817,control,,,0
10981,control,TropicalIPA,2025-06-23,1
26103,control,HazyHopper,2025-06-03,1
20561,control,HazyHopper,2025-06-26,1
22138,control,TropicalIPA,2025-06-05,1
16994,control,CitrusZing,2025-06-14,1
1442,control,,,0
7264,control,,,0
3076,control,HazyHopper,2025-06-26,1
17721,control,CitrusZing,2025-06-18,1
17985,treatment,FarmhouseSaison,2025-06-01,1
23466,control,HazyHopper,2025-06-23,1
5921,control,TropicalIPA,2025-06-30,1
8223,control,CitrusZing,2025-06-07,1
21758,control,HazyHopper,2025-06-18,1
10967,control,CitrusZing,2025-06-26,1
13136,control,TropicalIPA,2025-06-26,1
20307,control,CitrusZing,2025-06-29,1
12068,control,,,0
6459,treatment,AlpinePils,2025-06-18,1
7155,treatment,,,0
6870,control,,,0
8563,control,HazyHopper,2025-06-10,1
6506,treatment,,,0
22094,treatment,,,0
22216,control,,,0
8403,control,,,0
3148,control,AlpinePils,2025-06-06,1
2181,treatment,TropicalIPA,2025-06-15,1
7303,control,,,0
13795,treatment,,,0
26352,control,,,0
24368,control,,,0
12098,control,HazyHopper,2025-06-04,1
20425,treatment,,,0
6681,treatment,,,0
9290,control,,,0
6595,control,CitrusZing,2025-06-12,1
19299,control,HazyHopper,2025-06-22,1
8510,treatment,VelvetPorter,2025-06-18,1
9526,treatment,TropicalIPA,2025-06-27,1
15556,treatment,AlpinePils,2025-06-09,1
3799,control,HazyHopper,2025-06-05,1
24269,control,HazyHopper,2025-06-16,1
16490,control,,,0
23463,control,,,0
23313,control,HazyHopper,2025-06-30,1
22158,control,,,0
11973,control,,,0
22258,control,HazyHopper,2025-06-05,1
10012,treatment,MidnightStout,2025-06-20,1
3997,control,HazyHopper,2025-06-06,1
10818,control,TropicalIPA,2025-06-26,1
21348,control,,,0
18536,treatment,,,0
2442,treatment,AlpinePils,2025-06-11,1
9054,control,CitrusZing,2025-06-07,1
20072,control,,,0
13751,control,,,0
10683,control,,,0
6230,control,,,0
20020,control,CitrusZing,2025-06-14,1
6465,control,CherryLambic,2025-06-12,1
9438,control,HazyHopper,2025-06-28,1
13350,treatment,,,0
24257,treatment,,,0
23749,treatment,,,0
15015,control,HazyHopper,2025-06-15,1
25639,control,,,0
3031,treatment,RyeRanger,2025-06-13,1
12626,control,HazyHopper,2025-06-12,1
5357,treatment,CherryLambic,2025-06-18,1
22905,treatment,,,0
11542,treatment,FarmhouseSaison,2025-06-02,1
13533,control,AlpinePils,2025-06-30,1
24602,control,HazyHopper,2025-06-25,1
19791,control,HazyHopper,2025-06-24,1
22327,treatment,,,0
24052,control,,,0
25860,control,,,0
7316,control,,,0
13187,treatment,,,0
19080,control,,,0
24086,treatment,VelvetPorter,2025-06-28,1
21502,control,TropicalIPA,2025-06-05,1
12466,treatment,,,0
21900,control,CitrusZing,2025-06-18,1
21925,treatment,,,0
17550,control,HazyHopper,2025-06-02,1
14233,control,,,0
25280,control,,,0
8271,control,,,0
24699,treatment,,,0
22384,control,,,0
10223,control,HazyHopper,2025-06-23,1
7156,treatment,,,0
5223,control,,,0
7583,control,HazyHopper,2025-06-30,1
15752,control,,,0
17582,treatment,HazyHopper,2025-06-29,1
26860,treatment,,,0
8372,control,AlpinePils,2025-06-10,1
16516,control,HazyHopper,2025-06-25,1
24906,control,HazyHopper,2025-06-03,1
22038,control,CitrusZing,2025-06-15,1
3928,control,CitrusZing,2025-06-28,1
25063,treatment,,,0
7631,treatment,FarmhouseSaison,2025-06-23,1
24998,treatment,FarmhouseSaison,2025-06-01,1
12301,control,CitrusZing,2025-06-21,1
24274,treatment,AlpinePils,2025-06-17,1
13123,control,,,0
4635,control,HazyHopper,2025-06-26,1
9552,control,,,0
14998,control,CitrusZing,2025-06-07,1
23562,treatment,,,0
22520,control,HazyHopper,2025-06-18,1
11426,control,,,0
3368,treatment,RyeRanger,2025-06-26,1
27311,treatment,VelvetPorter,2025-06-07,1
15367,control,,,0
19671,control,HazyHopper,2025-06-28,1
10415,control,AlpinePils,2025-06-11,1
16860,control,,,0
23970,control,HazyHopper,2025-06-30,1
4168,control,CitrusZing,2025-06-08,1
21941,control,,,0
13430,treatment,,,0
6346,control,TropicalIPA,2025-06-22,1
11508,control,CitrusZing,2025-06-29,1
23131,treatment,HazyHopper,2025-06-26,1
21612,control,TropicalIPA,2025-06-25,1
12283,control,,,0
12822,treatment,,,0
11518,control,TropicalIPA,2025-06-10,1
11035,treatment,TropicalIPA,2025-06-03,1
10476,control,HazyHopper,2025-06-25,1
20037,treatment,AmberOak,2025-06-21,1
14011,control,,,0
27632,control,HazyHopper,2025-06-03,1
21624,control,,,0
22888,control,HazyHopper,2025-06-10,1
2667,treatment,HazyHopper,2025-06-12,1
14448,treatment,FarmhouseSaison,2025-06-09,1
11652,treatment,TropicalIPA,2025-06-04,1
4957,control,,,0
9811,control,TropicalIPA,2025-06-24,1
17827,treatment,AlpinePils,2025-06-25,1
4754,control,CitrusZing,2025-06-21,1
12957,control,,,0
21245,control,CitrusZing,2025-06-08,1
27046,control,,,0
6242,control,,,0
18710,control,CitrusZing,2025-06-05,1
24963,control,,,0
20918,control,HazyHopper,2025-06-01,1
15382,control,,,0
11721,treatment,,,0
20520,control,,,0
19156,treatment,CitrusZing,2025-06-07,1
25575,control,TropicalIPA,2025-06-22,1
20292,control,HazyHopper,2025-06-13,1
300,control,TropicalIPA,2025-06-16,1
5052,control,HazyHopper,2025-06-05,1
61,treatment,,,0
9068,control,,,0
12471,control,TropicalIPA,2025-06-08,1
13562,control,,,0
14145,treatment,AlpinePils,2025-06-05,1
1390,treatment,,,0
19873,control,HazyHopper,2025-06-06,1
12935,control,,,0
18300,control,,,0
5039,treatment,,,0
16830,control,TropicalIPA,2025-06-25,1
3090,control,,,0
25392,control,,,0
5464,control,TropicalIPA,2025-06-15,1
9162,control,,,0
19031,treatment,RyeRanger,2025-06-29,1
12450,control,AlpinePils,2025-06-02,1
14697,control,HazyHopper,2025-06-12,1
15316,control,HazyHopper,2025-06-13,1
23232,control,,,0
26500,treatment,,,0
19172,treatment,RyeRanger,2025-06-06,1
13532,control,,,0
13807,control,,,0
11611,control,HazyHopper,2025-06-05,1
27581,treatment,,,0
6398,control,CitrusZing,2025-06-09,1
7340,control,CitrusZing,2025-06-06,1
19674,control,CitrusZing,2025-06-15,1
13120,control,,,0
18255,treatment,,,0
4862,treatment,CherryLambic,2025-06-30,1
21870,control,,,0
24618,control,,,0
26374,control,,,0
14747,control,,,0
7746,control,,,0
21740,treatment,CitrusZing,2025-06-15,1
12823,control,,,0
11550,treatment,TropicalIPA,2025-06-26,1
9256,control,HazyHopper,2025-06-09,1
6825,control,TropicalIPA,2025-06-18,1
24131,control,,,0
7453,control,CitrusZing,2025-06-07,1
16928,control,,,0
4852,control,,,0
4139,treatment,CitrusZing,2025-06-12,1
18354,treatment,,,0
4231,control,,,0
13020,control,CitrusZing,2025-06-20,1
21420,control,TropicalIPA,2025-06-12,1
22502,control,,,0
1163,treatment,AmberOak,2025-06-07,1
1432,control,HazyHopper,2025-06-03,1
2384,control,,,0
11728,control,,,0
13399,control,AlpinePils,2025-06-08,1
17261,treatment,RyeRanger,2025-06-18,1
11180,control,,,0
25785,treatment,CitrusZing,2025-06-06,1
15302,control,,,0
19685,control,CitrusZing,2025-06-26,1
11584,treatment,,,0
12678,control,,,0
18257,control,,,0
21946,treatment,,,0
18895,control,,,0
16947,treatment,FarmhouseSaison,2025-06-01,1
2253,control,TropicalIPA,2025-06-22,1
24883,treatment,,,0
2092,treatment,,,0
11641,control,,,0
23586,control,TropicalIPA,2025-06-13,1
2365,control,HazyHopper,2025-06-25,1
27043,treatment,,,0
7168,control,HazyHopper,2025-06-16,1
2833,control,,,0
17880,treatment,,,0
15396,control,,,0
18887,control,,,0
21344,control,,,0
13927,control,,,0
3424,control,,,0
6980,control,,,0
19717,control,,,0
27538,treatment,CherryLambic,2025-06-26,1
14866,control,,,0
27609,control,CitrusZing,2025-06-08,1
12387,treatment,,,0
19020,control,,,0
13528,control,,,0
16262,control,HazyHopper,2025-06-15,1
21759,treatment,,,0
7607,treatment,MidnightStout,2025-06-20,1
18921,control,,,0
5757,control,AlpinePils,2025-06-04,1
18856,treatment,,,0
24120,control,CherryLambic,2025-06-29,1
22749,control,,,0
9751,control,,,0
35,treatment,,,0
8460,control,HazyHopper,2025-06-15,1
18241,treatment,,,0
899,control,HazyHopper,2025-06-22,1
12381,treatment,FarmhouseSaison,2025-06-23,1
14669,control,,,0
18789,control,AlpinePils,2025-06-23,1
25750,treatment,CherryLambic,2025-06-05,1
18758,treatment,RyeRanger,2025-06-30,1
18692,control,VelvetPorter,2025-06-19,1
20761,treatment,,,0
14535,control,,,0
26363,treatment,VelvetPorter,2025-06-18,1
10826,control,,,0
21627,control,HazyHopper,2025-06-12,1
16702,control,,,0
3936,control,,,0
14430,treatment,,,0
12752,control,,,0
27349,control,VelvetPorter,2025-06-11,1
14353,control,,,0
7675,control,CitrusZing,2025-06-02,1
10677,control,HazyHopper,2025-06-26,1
4032,control,CitrusZing,2025-06-03,1
15727,treatment,TropicalIPA,2025-06-03,1
27186,control,CitrusZing,2025-06-22,1
13780,control,CitrusZing,2025-06-29,1
22429,control,CitrusZing,2025-06-07,1
26260,control,HazyHopper,2025-06-08,1
3952,control,HazyHopper,2025-06-11,1
21518,control,,,0
26898,control,,,0
20908,control,,,0
21402,treatment,,,0
20860,treatment,,,0
22854,control,,,0
21542,treatment,FarmhouseSaison,2025-06-10,1
2854,control,,,0
10351,control,,,0
27309,treatment,,,0
27209,treatment,AmberOak,2025-06-18,1
8048,control,HazyHopper,2025-06-19,1
9461,control,TropicalIPA,2025-06-03,1
27370,control,,,0
4379,treatment,FarmhouseSaison,2025-06-14,1
1936,control,,,0
16661,treatment,RyeRanger,2025-06-11,1
21345,control,,,0
21869,control,TropicalIPA,2025-06-03,1
1630,treatment,,,0
13003,control,HazyHopper,2025-06-04,1
2261,treatment,,,0
26460,control,HazyHopper,2025-06-13,1
27044,control,TropicalIPA,2025-06-10,1
25470,control,TropicalIPA,2025-06-28,1
21210,treatment,,,0
11358,control,,,0
13183,control,,,0
17512,control,HazyHopper,2025-06-18,1
10354,control,,,0
10634,treatment,CitrusZing,2025-06-04,1
1759,treatment,VelvetPorter,2025-06-23,1
10442,treatment,HazyHopper,2025-06-12,1
10008,treatment,,,0
25842,treatment,,,0
8973,control,,,0
12558,control,,,0
25020,treatment,CitrusZing,2025-06-26,1
9323,control,HazyHopper,2025-06-16,1
2724,control,,,0
15687,control,HazyHopper,2025-06-24,1
10224,treatment,,,0
10135,control,,,0
22913,control,,,0
53,control,,,0
25912,control,,,0
17601,control,HazyHopper,2025-06-18,1
25366,control,HazyHopper,2025-06-28,1
13768,control,,,0
19823,control,CherryLambic,2025-06-07,1
27514,treatment,,,0
19894,treatment,,,0
13052,control,,,0
12928,treatment,AmberOak,2025-06-14,1
12532,control,CitrusZing,2025-06-14,1
20682,control,,,0
19033,control,,,0
9286,treatment,,,0
19898,treatment,,,0
16731,control,,,0
4949,control,HazyHopper,2025-06-16,1
21373,treatment,VelvetPorter,2025-06-19,1
15560,control,AlpinePils,2025-06-26,1
19077,control,,,0
9814,control,CherryLambic,2025-06-17,1
26613,control,HazyHopper,2025-06-19,1
7228,treatment,TropicalIPA,2025-06-29,1
7915,control,,,0
1754,control,,,0
3130,control,CitrusZing,2025-06-06,1
17842,treatment,,,0
24854,control,,,0
14645,control,,,0
16610,control,CitrusZing,2025-06-12,1
291,control,VelvetPorter,2025-06-08,1
22851,control,,,0
3002,control,,,0
7771,treatment,VelvetPorter,2025-06-06,1
19017,control,HazyHopper,2025-06-05,1
2769,control,,,0
4895,treatment,,,0
14050,control,,,0
4681,control,HazyHopper,2025-06-06,1
14034,treatment,FarmhouseSaison,2025-06-21,1
512,treatment,FarmhouseSaison,2025-06-05,1
16005,control,,,0
22927,control,CherryLambic,2025-06-01,1
4875,treatment,,,0
13139,treatment,HazyHopper,2025-06-13,1
13754,treatment,,,0
6670,treatment,HazyHopper,2025-06-26,1
22078,control,,,0
1409,control,AlpinePils,2025-06-01,1
23013,control,,,0
21362,control,HazyHopper,2025-06-25,1
14314,treatment,CitrusZing,2025-06-30,1
21590,treatment,,,0
12126,treatment,FarmhouseSaison,2025-06-01,1
8586,control,AlpinePils,2025-06-23,1
10285,control,HazyHopper,2025-06-26,1
4275,control,CitrusZing,2025-06-22,1
17103,treatment,CherryLambic,2025-06-06,1
22616,control,,,0
24326,control,HazyHopper,2025-06-02,1
7536,treatment,,,0
22519,control,HazyHopper,2025-06-15,1
2244,control,CitrusZing,2025-06-04,1
5123,control,,,0
12368,treatment,,,0
23071,treatment,CherryLambic,2025-06-30,1
24241,control,CherryLambic,2025-06-23,1
18419,control,HazyHopper,2025-06-16,1
21014,control,,,0
11195,control,TropicalIPA,2025-06-09,1
7266,control,TropicalIPA,2025-06-10,1
14670,control,CitrusZing,2025-06-05,1
24968,control,CherryLambic,2025-06-14,1
17473,control,HazyHopper,2025-06-29,1
20605,control,,,0
3142,control,TropicalIPA,2025-06-22,1
6592,control,,,0
16878,control,CitrusZing,2025-06-25,1
16575,control,,,0
7381,control,,,0
15861,control,,,0
25742,control,,,0
17018,control,HazyHopper,2025-06-06,1
1239,control,CitrusZing,2025-06-29,1
22062,treatment,,,0
17502,treatment,,,0
7644,treatment,AmberOak,2025-06-04,1
11120,control,HazyHopper,2025-06-27,1
1766,control,,,0
17655,control,HazyHopper,2025-06-07,1
2039,treatment,VelvetPorter,2025-06-04,1
11343,control,,,0
